id,model_provider,situation,context,generated_question,processing_time_seconds,timestamp,success
65,llama-api,"Not having enough friends nearby.  My three nearby friends went away for holidays, so I have no one to spend time with over this weekend.","supporter: I have never understood how those work..I find it amazing someone can type out whole words or sentences with one word | seeker: Yeah, it's pretty cool. For example, if I hit DRAT in one stroke, then ""Did there come a time"" will appear in English on my machine's LCD screen. | supporter: Wow that is crazy, I don't understand how that works, is it preprogrammed or does it go by how the word sounds? | seeker: Each stenographer has their own ""Personal Dictionary"" which is a list of words in English along with how you in particular write out those words or phrases in steno. This dictionary is present within the actual steno machine after you transfer it from your laptop to the machine via cable or wifi. Thus your machine then knows how you write out words in particular and how to translate those words from steno to English - each stenographer writes a little differently. | supporter: OK that makes sense, so you basically program it as the user. I take it your stenography machine becomes pretty close to you lol","It sounds like you have a strong interest in stenography, but I also sense that you might be feeling a bit lonely with your friends away for the holidays. How are you feeling about spending this weekend alone, and what are some things that you think might help you cope with the emptiness or isolation you might be experiencing?",3.82,2025-06-08T23:39:52.692017,True
66,llama-api,"Not having enough friends nearby.  My three nearby friends went away for holidays, so I have no one to spend time with over this weekend.","supporter: Have a good rest of this year and don't forget to make your New Year's resolution! | seeker: I will do that - you too. Thanks, again... | supporter: Not really, stayed home lol... Have a good one! | seeker: You too... bye now... | supporter: Good day!","How are you feeling about being left alone this weekend with your friends away on holiday, and what do you think you might be missing most about their presence in your life right now?",3.71,2025-06-08T23:39:56.903831,True
67,llama-api,friends trying to let me down,seeker: Hi | supporter: hello | seeker: Hope you are doing well,It sounds like you're reaching out because something's on your mind. What's been going on that led you to want to talk today?,3.93,2025-06-08T23:40:01.340015,True
68,llama-api,friends trying to let me down,"supporter: if i get you clearly, you mean your friend disappointed you. how? | seeker: Yes. There were a argument between two of my friend while trying to resolve the issue they all started targeting me. | supporter: i have a hard time with my friends too sometimes | seeker: Then what you do at that time | supporter: i used to give them time to cool off, when they are back to their senses, they will contact me and apologize","How did it feel for you when your friends started targeting you during the argument, and did that experience bring up any emotions or memories that are still lingering for you now?",16.37,2025-06-08T23:40:18.217185,True
69,llama-api,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,seeker: I recently lost my job due to Covid 19 and I'm scared.,That can be a really frightening and uncertain experience. Can you tell me more about what's going through your mind when you say you're scared - what are some of the specific worries or concerns that are coming up for you about your situation?,2.81,2025-06-08T23:40:21.532474,True
70,llama-api,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,"supporter: I feel bad for you, but there are options. | seeker: What do you recommend? | supporter: I suggest working on your resume and hitting job boards. | seeker: Oh that's a great idea. What job boards do you recommend? | seeker: I've never used one before.","What's been the most overwhelming or scary part for you about navigating this job search process, especially since you're new to using job boards and have been out of work due to circumstances beyond your control?",8.93,2025-06-08T23:40:30.965630,True
71,llama-api,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,seeker: Oh that's a great idea. What job boards do you recommend? | seeker: I've never used one before. | supporter: Was it just you that lost the job or a whole unit/department? | seeker: It was jus tme | supporter: Google your past job title title and add openings.,"How are you taking care of yourself emotionally during this challenging time, and what kind of support system do you have in place to help you cope with the stress and uncertainty of losing your job and struggling to find a new one?",6.84,2025-06-08T23:40:38.315509,True
72,llama-api,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,"seeker: It was jus tme | supporter: Google your past job title title and add openings. | supporter: Was it a computer job or a job where you have to be working in-person? | seeker: I worked in a restaurant as a server. I don't have any other formal job training, I'm not sure what else I can do. | supporter: May I suggest Uber, Lyft, Door Dash or Grub Hub or Uber Eats?","How are you coping with the uncertainty and fear of not being able to find a new job, and what are some of the emotions that come up for you when you think about exploring new career options or industries, such as the ones mentioned like Uber, Lyft, or food delivery services?",1.08,2025-06-08T23:40:39.897220,True
73,llama-api,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,"supporter: I read that all you need is to wear a mask as you drive around to put up and deliver food to the masses. | supporter: Plus, gas prices are relatively cheap at 2.25 a gallon, nationally. | seeker: yeah definitely! Contact free probably! WOw that is great advice. | seeker: Ok I will check into food delivery! | supporter: You can also send out flyers to do dog walking in the neighborhood.","It sounds like you're feeling overwhelmed and scared about your current situation, and you've been exploring some potential job opportunities. How are you feeling about the idea of starting something new, like food delivery or dog walking, and what do you think might be holding you back or giving you hope as you consider these options?",9.18,2025-06-08T23:40:49.583526,True
74,llama-api,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,seeker: yeah definitely! Contact free probably! WOw that is great advice. | seeker: Ok I will check into food delivery! | supporter: You can also send out flyers to do dog walking in the neighborhood. | supporter: Do you like doggies? | seeker: Unfortunately I am allergic to dogs,"It sounds like you're feeling really overwhelmed and scared about your job situation, and we've been exploring some potential ways to earn income, but they haven't all been a good fit for you. How are you taking care of yourself emotionally during this challenging time, and what kind of support system do you have in place to help you cope with the stress and uncertainty of being unemployed?",2.56,2025-06-08T23:40:52.645287,True
75,llama-api,Fear of layoff from job,,"Counseling Question: ""Can you tell me more about what's been going on at work that's making you feel like a layoff might be a possibility, and how are you feeling about the uncertainty of your job situation right now?""",13.48,2025-06-08T23:41:06.627607,True
76,llama-api,Fear of layoff from job,supporter: hi | seeker: Hello,"What's been going through your mind since you started worrying about the possibility of a layoff, and how have you been taking care of yourself during this uncertain time?",6.99,2025-06-08T23:41:14.122363,True
77,llama-api,I am depressed staying at home due to COVID.,"seeker: Hi | supporter: hello there, how are you | seeker: Doing well. How are you?","It sounds like you're trying to put on a brave face, but I sense that there might be more to your story. Can you help me understand what you mean by ""doing well"" - is there a part of you that's struggling, perhaps with the isolation of staying at home due to COVID, and how are you really coping with that?",5.49,2025-06-08T23:41:20.118193,True
78,llama-api,I am depressed staying at home due to COVID.,"seeker: Doing well. How are you? | supporter: Good, im ok thanks. What would like to discuss? | seeker: I am depressed staying home due to COVID. | supporter: Oh so sorry to hear. Would you feel a little bit happy when you think when it is over, next year probably? | seeker: Absolutely... can't wait until its over !!","What do you think you'll need to feel safe and supported when you finally are able to leave your home and start reintegrating into your community after COVID is over, and how can you start preparing yourself for that transition now?",7.16,2025-06-08T23:41:27.779266,True
79,llama-api,Just can't shake my sadness,"seeker: Hi | supporter: Helo, how are you? | seeker: Can't seem to shake this overall sadness I feel.","Can you tell me more about what this sadness feels like for you, and when you first started noticing it?",5.09,2025-06-08T23:41:33.398815,True
80,llama-api,Just can't shake my sadness,"seeker: Can't seem to shake this overall sadness I feel. | supporter: Are you feeling sort of depressed? I am sorry | seeker: Yes I am | supporter: Would you feel happy if you think about after Covid, maybe next year? | seeker: I am hoping I will. I just have such a hopeless feeling.","Can you help me understand what's contributing to this hopeless feeling you're experiencing right now, is there something specific that's making you feel like things won't get better or is it more of a general feeling that's been following you?",4.59,2025-06-08T23:41:38.500629,True
81,llama-api,Just can't shake my sadness,"seeker: Yes I am | supporter: Would you feel happy if you think about after Covid, maybe next year? | seeker: I am hoping I will. I just have such a hopeless feeling. | supporter: have you been sleeping enough? | seeker: Yes, probably too much.","Can you help me understand what's going through your mind when you're feeling hopeless, is there something specific that's contributing to this feeling, or does it feel more like a general sense of being overwhelmed?",13.38,2025-06-08T23:41:52.380346,True
82,llama-api,Just can't shake my sadness,"supporter: have you been sleeping enough? | seeker: Yes, probably too much. | supporter: Do you like morning or night? | seeker: Probably morning. | supporter: Me too. I like morning too. Air feels fresh, although it is little contaminated here. At night time, I feel a little bit anxiety more.","It sounds like you're really struggling with feelings of sadness, and I want to understand more about what you're going through. Can you tell me, what do you think might be contributing to this sadness that you just can't seem to shake, and how are you taking care of yourself during this difficult time?",5.11,2025-06-08T23:41:57.996946,True
83,llama-api,I had a huge fight with my girlfriend and she left me.  She accused me of neglecting her even though I needed to spend time with my family and spent as much time with her as I could.,"seeker: Hi I am feeling blue, things aren't going well at all","It sounds like you're going through a really tough time right now. Can you tell me more about what's been going on and how you've been feeling since the fight with your girlfriend, especially when she said you were neglecting her - what was going through your mind when she said that?",11.94,2025-06-08T23:42:10.441638,True
84,llama-api,Not being able to see family and friends due to Covid.,"seeker: Hello | supporter: Hi, how are you feeling today? | seeker: I am not feeling the best. I have been having some depression, because of not being able to see friends and family during this pandemic.","That can be really tough and isolating. It sounds like the pandemic has been affecting you deeply, especially when it comes to feeling disconnected from your loved ones. Can you tell me more about what you miss the most about being able to see your friends and family, and how you've been coping with those feelings of loneliness?",6.35,2025-06-08T23:42:17.299563,True
85,llama-api,Not being able to see family and friends due to Covid.,"seeker: Hello | supporter: Hi, how are you feeling today? | seeker: I am not feeling the best. I have been having some depression, because of not being able to see friends and family during this pandemic. | supporter: Oh, boy, do I know that feeling! How are you dealing with it? (if I may ask) | seeker: I try to message them as much as possible and call them on the phone but it is just not the same as actually getting to give the a hug and see them in person.","What do you think is the most difficult part for you about not being able to physically hug or see your loved ones in person, is it the loss of emotional connection, the feeling of isolation, or something else that's been weighing on your mind?",5.89,2025-06-08T23:42:23.698026,True
86,llama-api,My ex partner is harassing me and will not stop talking to my friends and family.,seeker: Hello | supporter: Hi! How are you today? | seeker: I have been better,It sounds like you're going through a really tough time right now. Can you tell me more about what's been happening with your ex-partner and how their behavior is affecting you?,4.55,2025-06-08T23:42:28.745677,True
87,llama-api,My ex partner is harassing me and will not stop talking to my friends and family.,seeker: My ex partner and I broke up a long time ago because they cheated on me. Now they will not stop contacting my friends and family and posting about me on social media | supporter: That sounds difficult and stressful. What do you do when you see it happening? | seeker: I usually just document it and try to not go online for a while. It is hard to ignore | supporter: It sounds like you are avoiding things you enjoy because of their actions. I think documenting it is a good idea! Have you tried reporting them for harassing you? | seeker: I have tried but everyone just tells me there is nothing they can do because they don't think it is dangerous or criminal at this point,"How are you taking care of yourself emotionally during this challenging time, and what kind of support system do you have in place to help you cope with the stress and feelings that come up when your ex-partner contacts your friends and family or posts about you online?",7.9,2025-06-08T23:42:37.149870,True
88,llama-api,My ex partner is harassing me and will not stop talking to my friends and family.,"seeker: I have tried but everyone just tells me there is nothing they can do because they don't think it is dangerous or criminal at this point | supporter: That must be very frustrating. Can you tell me if you’ve tried other things to get them to stop? | seeker: I have confronted them in person but it was dramatic to say the least. They basically had a meltdown that they don't want to lose me | supporter: You tried to do the right thing and they are having a difficult time letting go. The ongoing comments through social media sounds like they are wanting your attention. That can be exhausting for you. In my past, I had to block someone who did something similar to me. If my friends mentioned seeing something from my ex about me, I asked them to keep it to themselves or consider blocking them,too. The people who were closest to me understood what was going on and I realized that people who didn’t know me, didn’t matter. Would you be willing to suggest this to friends or family if it would help to remove the ex from your interactions? | seeker: I have encouraged my friends to block them as well, but a new account always pops up. My ex really will not give up.","How are you taking care of yourself emotionally amidst all this, and what do you think you need right now to feel safe and supported in this situation?",3.48,2025-06-08T23:42:41.132528,True
89,llama-api,I am very scared about next college semester it is frightening,seeker: hello,It sounds like you're feeling really overwhelmed about the upcoming semester. Can you tell me more about what's specifically causing you to feel scared or frightened about it?,11.57,2025-06-08T23:42:53.207109,True
90,llama-api,I am very scared about next college semester it is frightening,"seeker: hello | supporter: Hi there, how can I help you? | seeker: I would like some help with the problem I am facing",It sounds like you're feeling really overwhelmed about the upcoming college semester. Can you tell me more about what's specifically causing you to feel scared and frightened about it?,7.85,2025-06-08T23:43:01.559936,True
91,llama-api,"I lost my job Due to COVID-19 , I really work hard for the company for past five years but they just through out from the company.",seeker: Hai friend how are you?,"I'm so sorry to hear about your job loss, especially after dedicating five years to the company. That can be really tough and feel unfair. How are you taking care of yourself and coping with the emotions that have come up since losing your job?",12.55,2025-06-08T23:43:14.614129,True
92,llama-api,"I'm kind of just generally feeling seasonal depression as I don't feel happy,",seeker: Hello there,"It sounds like you're experiencing a challenging time with your emotions. Can you tell me more about what's been going on and how you've been feeling lately, especially with the changing seasons?",11.06,2025-06-08T23:43:26.176771,True
93,llama-api,"I'm kind of just generally feeling seasonal depression as I don't feel happy,","seeker: Hello there | supporter: Hi, how are you? | seeker: Im okay, just a bit out of it","It sounds like you're not feeling your usual self, and that can be really tough. Can you tell me more about what you mean by ""out of it"" - is it a feeling of being disconnected from things you normally enjoy, or is it more of a low-energy or sluggish feeling that's been following you lately?",14.75,2025-06-08T23:43:41.436019,True
94,llama-api,"I'm kind of just generally feeling seasonal depression as I don't feel happy,","supporter: Yes, it is the same for most of the people. Any thing particular bothering you? | seeker: I think just general how covid hasn't been resolved yet | seeker: Its sad being stuck at home | supporter: So, you cannot go out due to COVID and that makes you frustrated. Is that correct? | seeker: More sad I would say","Can you tell me more about what comes to mind when you think about being stuck at home, and how that sadness affects your daily life and relationships?",9.33,2025-06-08T23:43:51.267597,True
95,llama-api,"I'm kind of just generally feeling seasonal depression as I don't feel happy,","seeker: No not really. I just finished the semester | supporter: You could explore some of your hobbies, such as music, painting, or workingout.. | seeker: Hmm what specific hobbies would you recomend? | supporter: Whichever you enjoy.. pick one. There are a lots of online resources you cloud use. | seeker: Do you know of any specific online resources? I haven't looked at this before","It sounds like you're feeling a bit stuck and unsure about where to start with exploring hobbies to help with your seasonal depression. Before we dive into specific online resources, can you tell me what you think is missing from your daily life that's contributing to these feelings of unhappiness, and what you hope to get out of trying a new hobby or activity?",8.64,2025-06-08T23:44:00.404900,True
96,llama-api,breakup with partner,,"How are you feeling right now about the breakup, and what's been the most challenging part of this experience for you so far?",7.82,2025-06-08T23:44:08.728776,True
97,llama-api,breakup with partner,supporter: Hey there! How are you feeling today? | seeker: Not so well,"It sounds like the breakup is still feeling really tough for you. Can you tell me more about what's been the most difficult part for you since the breakup, and how you've been taking care of yourself during this time?",11.58,2025-06-08T23:44:20.816950,True
98,llama-api,breakup with partner,"seeker: I taught that she was my everything hereafter. | seeker: but the fate plays a great game upon me | supporter: During a time like this, some people find it helpful to keep busy doing some kind of activity to take their mind off of their pain. Is there something you can do to take your mind off of it until you're ready to manage your feelings? | seeker: I have some activities to do so, but i cannot able to concentrate on what i am doing | supporter: Okay, that's very understandable. I'm sure there's another strategy we can come up with.","What do you think is the most overwhelming emotion for you right now, is it the sadness of losing the relationship, the shock of the breakup, or something else that's making it difficult for you to concentrate on your daily activities?",1.6,2025-06-08T23:44:22.922438,True
99,llama-api,breakup with partner,"supporter: Okay, that's very understandable. I'm sure there's another strategy we can come up with. | supporter: Do you have a friend or family member you can talk about your feelings with? | seeker: yeah! i have few friends | supporter: That's great. You've already taken a huge step by reaching out for help and that's a big deal! A good next step might be letting the people around you know that you need some support at this time. Sometimes people don't know something until you tell them, even if it seems obvious. Is that something you can do? | seeker: But i can't tell this to them because they also become sad when they know about this","That can be really tough, feeling like you're carrying this burden alone and not wanting to add to your friends' sadness. Can you help me understand what's holding you back from sharing your feelings with them, is it the fear of seeing them sad, or is there something else that's making you hesitant to open up to them about what you're going through?",13.49,2025-06-08T23:44:36.920958,True
