id,model_provider,situation,context,generated_question,processing_time_seconds,timestamp,success
66,gemini,"Not having enough friends nearby.  My three nearby friends went away for holidays, so I have no one to spend time with over this weekend.","supporter: Have a good rest of this year and don't forget to make your New Year's resolution! | seeker: I will do that - you too. Thanks, again... | supporter: Not really, stayed home lol... Have a good one! | seeker: You too... bye now... | supporter: Good day!",It sounds like you're feeling a bit lonely this weekend with your friends away. Can you tell me more about what that feels like for you right now?,0.52,2025-06-08T20:41:58.415894,True
67,gemini,friends trying to let me down,seeker: Hi | supporter: hello | seeker: Hope you are doing well,It sounds like you're hoping for some support. Is there something specific you'd like to talk about today?,0.55,2025-06-08T20:41:59.466350,True
68,gemini,friends trying to let me down,"supporter: if i get you clearly, you mean your friend disappointed you. how? | seeker: Yes. There were a argument between two of my friend while trying to resolve the issue they all started targeting me. | supporter: i have a hard time with my friends too sometimes | seeker: Then what you do at that time | supporter: i used to give them time to cool off, when they are back to their senses, they will contact me and apologize","It sounds incredibly hurtful to be targeted like that, especially when you were trying to help. Can you tell me more about how that made you feel in the moment, when they started turning on you?",0.67,2025-06-08T20:42:00.640139,True
69,gemini,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,seeker: I recently lost my job due to Covid 19 and I'm scared.,"It's completely understandable to feel scared right now, given the situation. Can you tell me a bit more about what specifically is making you feel the most scared or anxious in this moment?",0.7,2025-06-08T20:42:01.840261,True
70,gemini,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,"supporter: I feel bad for you, but there are options. | seeker: What do you recommend? | supporter: I suggest working on your resume and hitting job boards. | seeker: Oh that's a great idea. What job boards do you recommend? | seeker: I've never used one before.",It sounds like you're feeling overwhelmed and unsure where to start with the job search. Can you tell me more about what specifically feels most daunting or scary about using job boards for the first time?,0.78,2025-06-08T20:42:03.128094,True
71,gemini,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,seeker: Oh that's a great idea. What job boards do you recommend? | seeker: I've never used one before. | supporter: Was it just you that lost the job or a whole unit/department? | seeker: It was jus tme | supporter: Google your past job title title and add openings.,"It sounds like you're feeling really scared right now, and that's completely understandable given the situation. Can you tell me a little more about what specifically is making you feel scared?",0.66,2025-06-08T20:42:04.296202,True
72,gemini,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,"seeker: It was jus tme | supporter: Google your past job title title and add openings. | supporter: Was it a computer job or a job where you have to be working in-person? | seeker: I worked in a restaurant as a server. I don't have any other formal job training, I'm not sure what else I can do. | supporter: May I suggest Uber, Lyft, Door Dash or Grub Hub or Uber Eats?","It sounds like you're feeling really anxious and uncertain about the future, given the job loss and lack of other job skills. Can you tell me more about what specifically is making you feel scared right now?",0.78,2025-06-08T20:42:05.585441,True
73,gemini,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,"supporter: I read that all you need is to wear a mask as you drive around to put up and deliver food to the masses. | supporter: Plus, gas prices are relatively cheap at 2.25 a gallon, nationally. | seeker: yeah definitely! Contact free probably! WOw that is great advice. | seeker: Ok I will check into food delivery! | supporter: You can also send out flyers to do dog walking in the neighborhood.","It sounds like you're feeling a lot of fear and uncertainty right now, given the job loss and the challenges of finding new work. Can you tell me more about what specifically is making you feel scared?",0.63,2025-06-08T20:42:06.716548,True
74,gemini,I lost my job due to Covid 19 and I can't find a new one. I'm scared!,seeker: yeah definitely! Contact free probably! WOw that is great advice. | seeker: Ok I will check into food delivery! | supporter: You can also send out flyers to do dog walking in the neighborhood. | supporter: Do you like doggies? | seeker: Unfortunately I am allergic to dogs,"It sounds like you're feeling really scared right now, given the job loss and the difficulty finding a new one. Can you tell me more about what specifically makes you feel scared?",0.62,2025-06-08T20:42:07.838182,True
75,gemini,Fear of layoff from job,,"Okay, this is a tough situation to be in. Starting with someone who's worried about losing their job, I want to acknowledge that fear and help them explore it. Here's the question I'd ask:

""It sounds like you're carrying a lot of worry about a potential layoff. Can you tell me a little more about what specifically is making you feel this way?""",0.84,2025-06-08T20:42:09.179807,True
76,gemini,Fear of layoff from job,supporter: hi | seeker: Hello,It sounds like you're feeling a lot of uncertainty right now. Can you tell me a little more about what specifically is making you feel this way about a potential layoff?,0.59,2025-06-08T20:42:10.275335,True
77,gemini,I am depressed staying at home due to COVID.,"seeker: Hi | supporter: hello there, how are you | seeker: Doing well. How are you?","It sounds like you're trying to stay positive. Can you tell me a bit more about what's been making you feel down lately, especially with the situation with COVID?",0.59,2025-06-08T20:42:11.366939,True
78,gemini,I am depressed staying at home due to COVID.,"seeker: Doing well. How are you? | supporter: Good, im ok thanks. What would like to discuss? | seeker: I am depressed staying home due to COVID. | supporter: Oh so sorry to hear. Would you feel a little bit happy when you think when it is over, next year probably? | seeker: Absolutely... can't wait until its over !!","It sounds like you're really looking forward to things getting back to normal.  When you imagine things being over, what are some of the first things you see yourself doing, or the things you're most excited about experiencing again?",0.78,2025-06-08T20:42:12.652628,True
79,gemini,Just can't shake my sadness,"seeker: Hi | supporter: Helo, how are you? | seeker: Can't seem to shake this overall sadness I feel.",It sounds like you're carrying a heavy feeling. Can you tell me more about what this sadness feels like for you?,0.62,2025-06-08T20:42:13.777226,True
80,gemini,Just can't shake my sadness,"seeker: Can't seem to shake this overall sadness I feel. | supporter: Are you feeling sort of depressed? I am sorry | seeker: Yes I am | supporter: Would you feel happy if you think about after Covid, maybe next year? | seeker: I am hoping I will. I just have such a hopeless feeling.",It sounds like you're carrying a lot of weight with this hopelessness. Can you tell me more about what contributes to that feeling for you right now?,0.67,2025-06-08T20:42:14.958037,True
81,gemini,Just can't shake my sadness,"seeker: Yes I am | supporter: Would you feel happy if you think about after Covid, maybe next year? | seeker: I am hoping I will. I just have such a hopeless feeling. | supporter: have you been sleeping enough? | seeker: Yes, probably too much.","It sounds like you're carrying a heavy feeling of hopelessness right now. When you say you're feeling hopeless, what thoughts or situations come to mind?",0.67,2025-06-08T20:42:16.133329,True
82,gemini,Just can't shake my sadness,"supporter: have you been sleeping enough? | seeker: Yes, probably too much. | supporter: Do you like morning or night? | seeker: Probably morning. | supporter: Me too. I like morning too. Air feels fresh, although it is little contaminated here. At night time, I feel a little bit anxiety more.","It sounds like you're experiencing a lot of sadness right now, and it's impacting your sleep. Can you tell me a bit more about what that sadness feels like for you?",0.63,2025-06-08T20:42:17.263798,True
83,gemini,I had a huge fight with my girlfriend and she left me.  She accused me of neglecting her even though I needed to spend time with my family and spent as much time with her as I could.,"seeker: Hi I am feeling blue, things aren't going well at all","It sounds like you're going through a really tough time right now. Losing your girlfriend and feeling accused of something you don't believe is true must be incredibly painful. Can you tell me a little more about what specifically you're feeling right now, besides blue?",0.93,2025-06-08T20:42:18.692482,True
84,gemini,Not being able to see family and friends due to Covid.,"seeker: Hello | supporter: Hi, how are you feeling today? | seeker: I am not feeling the best. I have been having some depression, because of not being able to see friends and family during this pandemic.","It sounds really tough to be dealing with depression on top of the challenges of the pandemic. Can you tell me more about what it's been like for you, specifically not being able to see your friends and family? What feelings come up most strongly when you think about that?",0.77,2025-06-08T20:42:19.960933,True
85,gemini,Not being able to see family and friends due to Covid.,"seeker: Hello | supporter: Hi, how are you feeling today? | seeker: I am not feeling the best. I have been having some depression, because of not being able to see friends and family during this pandemic. | supporter: Oh, boy, do I know that feeling! How are you dealing with it? (if I may ask) | seeker: I try to message them as much as possible and call them on the phone but it is just not the same as actually getting to give the a hug and see them in person.","It sounds incredibly difficult to feel that distance from your loved ones, especially when you're used to in-person connection. You mentioned that calls and messages aren't quite the same. Can you tell me more about what you miss most about seeing your friends and family in person?",0.89,2025-06-08T20:42:21.359669,True
86,gemini,My ex partner is harassing me and will not stop talking to my friends and family.,seeker: Hello | supporter: Hi! How are you today? | seeker: I have been better,"I'm so sorry to hear you're going through this. It sounds incredibly stressful. Can you tell me a little more about what specifically feels ""not better"" in this situation?",0.72,2025-06-08T20:42:22.585059,True
87,gemini,My ex partner is harassing me and will not stop talking to my friends and family.,seeker: My ex partner and I broke up a long time ago because they cheated on me. Now they will not stop contacting my friends and family and posting about me on social media | supporter: That sounds difficult and stressful. What do you do when you see it happening? | seeker: I usually just document it and try to not go online for a while. It is hard to ignore | supporter: It sounds like you are avoiding things you enjoy because of their actions. I think documenting it is a good idea! Have you tried reporting them for harassing you? | seeker: I have tried but everyone just tells me there is nothing they can do because they don't think it is dangerous or criminal at this point,"It sounds incredibly frustrating that the authorities haven't been able to offer much support, and that you're feeling like you have to limit your online time to cope. How are you feeling emotionally when you see their posts or hear from your friends and family about their contact?",1.03,2025-06-08T20:42:24.118989,True
88,gemini,My ex partner is harassing me and will not stop talking to my friends and family.,"seeker: I have tried but everyone just tells me there is nothing they can do because they don't think it is dangerous or criminal at this point | supporter: That must be very frustrating. Can you tell me if you’ve tried other things to get them to stop? | seeker: I have confronted them in person but it was dramatic to say the least. They basically had a meltdown that they don't want to lose me | supporter: You tried to do the right thing and they are having a difficult time letting go. The ongoing comments through social media sounds like they are wanting your attention. That can be exhausting for you. In my past, I had to block someone who did something similar to me. If my friends mentioned seeing something from my ex about me, I asked them to keep it to themselves or consider blocking them,too. The people who were closest to me understood what was going on and I realized that people who didn’t know me, didn’t matter. Would you be willing to suggest this to friends or family if it would help to remove the ex from your interactions? | seeker: I have encouraged my friends to block them as well, but a new account always pops up. My ex really will not give up.","It sounds like you've been putting in a lot of effort to try and manage this situation. The fact that your ex keeps finding ways to contact you through new accounts, even after you've taken steps to limit their access, must feel incredibly persistent and wearing. Can you tell me, in all of this, what emotions are you experiencing most strongly right now?",1.04,2025-06-08T20:42:25.659655,True
89,gemini,I am very scared about next college semester it is frightening,seeker: hello,It sounds like you're feeling a lot of fear right now. Can you tell me a little more about what specifically is making you feel frightened about the upcoming semester?,0.72,2025-06-08T20:42:26.885989,True
90,gemini,I am very scared about next college semester it is frightening,"seeker: hello | supporter: Hi there, how can I help you? | seeker: I would like some help with the problem I am facing",It sounds like you're feeling really overwhelmed and frightened about the upcoming semester. Can you tell me a little more about what specifically is making you feel this way?,0.72,2025-06-08T20:42:28.114154,True
91,gemini,"I lost my job Due to COVID-19 , I really work hard for the company for past five years but they just through out from the company.",seeker: Hai friend how are you?,"I'm so sorry to hear about your job loss, especially after putting in five years of hard work. That must feel incredibly disheartening. Can you tell me a little bit more about how you're feeling right now, in the immediate aftermath of being let go?",0.83,2025-06-08T20:42:29.446437,True
92,gemini,"I'm kind of just generally feeling seasonal depression as I don't feel happy,",seeker: Hello there,"It sounds like you're going through a tough time right now. Can you tell me a little more about what ""not feeling happy"" looks like for you? For example, what kinds of things have you noticed you're not enjoying as much, or what feelings are you experiencing?",0.82,2025-06-08T20:42:30.768529,True
93,gemini,"I'm kind of just generally feeling seasonal depression as I don't feel happy,","seeker: Hello there | supporter: Hi, how are you? | seeker: Im okay, just a bit out of it","It sounds like you're feeling a bit down. Can you tell me more about what ""out of it"" feels like for you right now?",0.63,2025-06-08T20:42:31.906159,True
94,gemini,"I'm kind of just generally feeling seasonal depression as I don't feel happy,","supporter: Yes, it is the same for most of the people. Any thing particular bothering you? | seeker: I think just general how covid hasn't been resolved yet | seeker: Its sad being stuck at home | supporter: So, you cannot go out due to COVID and that makes you frustrated. Is that correct? | seeker: More sad I would say",It sounds like you're carrying a lot of sadness right now. Can you tell me more about what specific things make you feel sad being stuck at home?,0.58,2025-06-08T20:42:32.990361,True
95,gemini,"I'm kind of just generally feeling seasonal depression as I don't feel happy,","seeker: No not really. I just finished the semester | supporter: You could explore some of your hobbies, such as music, painting, or workingout.. | seeker: Hmm what specific hobbies would you recomend? | supporter: Whichever you enjoy.. pick one. There are a lots of online resources you cloud use. | seeker: Do you know of any specific online resources? I haven't looked at this before","It sounds like you're feeling a bit lost and unsure where to start with finding activities that might help lift your mood. What specific things, if any, have you found enjoyable in the past, even if it was a while ago?",0.86,2025-06-08T20:42:34.353844,True
96,gemini,breakup with partner,,"It sounds like you're going through a really tough time. To start, how are you feeling right now, in this moment?",0.57,2025-06-08T20:42:35.430046,True
97,gemini,breakup with partner,supporter: Hey there! How are you feeling today? | seeker: Not so well,"I'm sorry to hear that. Can you tell me a little more about what's making you feel ""not so well"" right now?",0.56,2025-06-08T20:42:36.488720,True
98,gemini,breakup with partner,"seeker: I taught that she was my everything hereafter. | seeker: but the fate plays a great game upon me | supporter: During a time like this, some people find it helpful to keep busy doing some kind of activity to take their mind off of their pain. Is there something you can do to take your mind off of it until you're ready to manage your feelings? | seeker: I have some activities to do so, but i cannot able to concentrate on what i am doing | supporter: Okay, that's very understandable. I'm sure there's another strategy we can come up with.","It sounds like even when you try to distract yourself, the emotions are still very present. Can you tell me a little bit about what comes up for you when you try to focus on those activities?",0.64,2025-06-08T20:42:37.637786,True
99,gemini,breakup with partner,"supporter: Okay, that's very understandable. I'm sure there's another strategy we can come up with. | supporter: Do you have a friend or family member you can talk about your feelings with? | seeker: yeah! i have few friends | supporter: That's great. You've already taken a huge step by reaching out for help and that's a big deal! A good next step might be letting the people around you know that you need some support at this time. Sometimes people don't know something until you tell them, even if it seems obvious. Is that something you can do? | seeker: But i can't tell this to them because they also become sad when they know about this","I understand. It sounds like you're worried about burdening your friends with your sadness. It's completely natural to want to protect them. Can you tell me a little more about why you feel they would become sad, and what that would mean for you?",0.83,2025-06-08T20:42:38.968627,True
